seed_key,label,category
skill_0642,AWS Lambda Security,TECHNICAL
skill_0643,AWS Lambda Testing,TECHNICAL
skill_0644,AWS Lambda Troubleshooting,TECHNICAL
skill_0645,Amazon RDS Administration,TECHNICAL
skill_0646,Amazon RDS Architecture,TECHNICAL
skill_0647,Amazon RDS Automation,TECHNICAL
skill_0648,Amazon RDS Configuration,TECHNICAL
skill_0649,Amazon RDS Development,TECHNICAL
skill_0650,Amazon RDS Integration,TECHNICAL
skill_0651,Amazon RDS Migration,TECHNICAL
skill_0652,Amazon RDS Monitoring,TECHNICAL
skill_0653,Amazon RDS Operations,TECHNICAL
skill_0654,Amazon RDS Optimization,TECHNICAL
skill_0655,Amazon RDS Security,TECHNICAL
skill_0656,Amazon RDS Testing,TECHNICAL
skill_0657,Amazon RDS Troubleshooting,TECHNICAL
skill_0658,Amazon CloudFront Administration,TECHNICAL
skill_0659,Amazon CloudFront Architecture,TECHNICAL
skill_0660,Amazon CloudFront Automation,TECHNICAL
skill_0661,Amazon CloudFront Configuration,TECHNICAL
skill_0662,Amazon CloudFront Development,TECHNICAL
skill_0663,Amazon CloudFront Integration,TECHNICAL
skill_0664,Amazon CloudFront Migration,TECHNICAL
skill_0665,Amazon CloudFront Monitoring,TECHNICAL
skill_0666,Amazon CloudFront Operations,TECHNICAL
skill_0667,Amazon CloudFront Optimization,TECHNICAL
skill_0668,Amazon CloudFront Security,TECHNICAL
skill_0669,Amazon CloudFront Testing,TECHNICAL
skill_0670,Amazon CloudFront Troubleshooting,TECHNICAL
skill_0671,Amazon CloudWatch Administration,TECHNICAL
skill_0672,Amazon CloudWatch Architecture,TECHNICAL
skill_0673,Amazon CloudWatch Automation,TECHNICAL
skill_0674,Amazon CloudWatch Configuration,TECHNICAL
skill_0675,Amazon CloudWatch Development,TECHNICAL
skill_0676,Amazon CloudWatch Integration,TECHNICAL
skill_0677,Amazon CloudWatch Migration,TECHNICAL
skill_0678,Amazon CloudWatch Monitoring,TECHNICAL
skill_0679,Amazon CloudWatch Operations,TECHNICAL
skill_0680,Amazon CloudWatch Optimization,TECHNICAL
skill_0681,Amazon CloudWatch Security,TECHNICAL
skill_0682,Amazon CloudWatch Testing,TECHNICAL
skill_0683,Amazon CloudWatch Troubleshooting,TECHNICAL
skill_0684,AWS IAM Administration,TECHNICAL
skill_0685,AWS IAM Architecture,TECHNICAL
skill_0686,AWS IAM Automation,TECHNICAL
skill_0687,AWS IAM Configuration,TECHNICAL
skill_0688,AWS IAM Development,TECHNICAL
skill_0689,AWS IAM Integration,TECHNICAL
skill_0690,AWS IAM Migration,TECHNICAL
skill_0691,AWS IAM Monitoring,TECHNICAL
skill_0692,AWS IAM Operations,TECHNICAL
skill_0693,AWS IAM Optimization,TECHNICAL
skill_0694,AWS IAM Security,TECHNICAL
skill_0695,AWS IAM Testing,TECHNICAL
skill_0696,AWS IAM Troubleshooting,TECHNICAL
skill_0697,Amazon EKS Administration,TECHNICAL
skill_0698,Amazon EKS Architecture,TECHNICAL
skill_0699,Amazon EKS Automation,TECHNICAL
skill_0700,Amazon EKS Configuration,TECHNICAL
skill_0701,Amazon EKS Development,TECHNICAL
skill_0702,Amazon EKS Integration,TECHNICAL
skill_0703,Amazon EKS Migration,TECHNICAL
skill_0704,Amazon EKS Monitoring,TECHNICAL
skill_0705,Amazon EKS Operations,TECHNICAL
skill_0706,Amazon EKS Optimization,TECHNICAL
skill_0707,Amazon EKS Security,TECHNICAL
skill_0708,Amazon EKS Testing,TECHNICAL
skill_0709,Amazon EKS Troubleshooting,TECHNICAL
skill_0710,Amazon ECS Administration,TECHNICAL
skill_0711,Amazon ECS Architecture,TECHNICAL
skill_0712,Amazon ECS Automation,TECHNICAL
skill_0713,Amazon ECS Configuration,TECHNICAL
skill_0714,Amazon ECS Development,TECHNICAL
skill_0715,Amazon ECS Integration,TECHNICAL
skill_0716,Amazon ECS Migration,TECHNICAL
skill_0717,Amazon ECS Monitoring,TECHNICAL
skill_0718,Amazon ECS Operations,TECHNICAL
skill_0719,Amazon ECS Optimization,TECHNICAL
skill_0720,Amazon ECS Security,TECHNICAL
skill_0721,Amazon ECS Testing,TECHNICAL
skill_0722,Amazon ECS Troubleshooting,TECHNICAL
skill_0723,Azure Functions Administration,TECHNICAL
skill_0724,Azure Functions Architecture,TECHNICAL
skill_0725,Azure Functions Automation,TECHNICAL
skill_0726,Azure Functions Configuration,TECHNICAL
skill_0727,Azure Functions Development,TECHNICAL
skill_0728,Azure Functions Integration,TECHNICAL
skill_0729,Azure Functions Migration,TECHNICAL
skill_0730,Azure Functions Monitoring,TECHNICAL
skill_0731,Azure Functions Operations,TECHNICAL
skill_0732,Azure Functions Optimization,TECHNICAL
skill_0733,Azure Functions Security,TECHNICAL
skill_0734,Azure Functions Testing,TECHNICAL
skill_0735,Azure Functions Troubleshooting,TECHNICAL
skill_0736,Azure App Service Administration,TECHNICAL
skill_0737,Azure App Service Architecture,TECHNICAL
skill_0738,Azure App Service Automation,TECHNICAL
skill_0739,Azure App Service Configuration,TECHNICAL
skill_0740,Azure App Service Development,TECHNICAL
skill_0741,Azure App Service Integration,TECHNICAL
skill_0742,Azure App Service Migration,TECHNICAL
skill_0743,Azure App Service Monitoring,TECHNICAL
skill_0744,Azure App Service Operations,TECHNICAL
skill_0745,Azure App Service Optimization,TECHNICAL
skill_0746,Azure App Service Security,TECHNICAL
skill_0747,Azure App Service Testing,TECHNICAL
skill_0748,Azure App Service Troubleshooting,TECHNICAL
skill_0749,Azure DevOps Administration,TECHNICAL
skill_0750,Azure DevOps Architecture,TECHNICAL
skill_0751,Azure DevOps Automation,TECHNICAL
skill_0752,Azure DevOps Configuration,TECHNICAL
skill_0753,Azure DevOps Development,TECHNICAL
skill_0754,Azure DevOps Integration,TECHNICAL
skill_0755,Azure DevOps Migration,TECHNICAL
skill_0756,Azure DevOps Monitoring,TECHNICAL
skill_0757,Azure DevOps Operations,TECHNICAL
skill_0758,Azure DevOps Optimization,TECHNICAL
skill_0759,Azure DevOps Security,TECHNICAL
skill_0760,Azure DevOps Testing,TECHNICAL
skill_0761,Azure DevOps Troubleshooting,TECHNICAL
skill_0762,Azure Kubernetes Service Administration,TECHNICAL
skill_0763,Azure Kubernetes Service Architecture,TECHNICAL
skill_0764,Azure Kubernetes Service Automation,TECHNICAL
skill_0765,Azure Kubernetes Service Configuration,TECHNICAL
skill_0766,Azure Kubernetes Service Development,TECHNICAL
skill_0767,Azure Kubernetes Service Integration,TECHNICAL
skill_0768,Azure Kubernetes Service Migration,TECHNICAL
skill_0769,Azure Kubernetes Service Monitoring,TECHNICAL
skill_0770,Azure Kubernetes Service Operations,TECHNICAL
skill_0771,Azure Kubernetes Service Optimization,TECHNICAL
skill_0772,Azure Kubernetes Service Security,TECHNICAL
skill_0773,Azure Kubernetes Service Testing,TECHNICAL
skill_0774,Azure Kubernetes Service Troubleshooting,TECHNICAL
skill_0775,Google Kubernetes Engine Administration,TECHNICAL
skill_0776,Google Kubernetes Engine Architecture,TECHNICAL
skill_0777,Google Kubernetes Engine Automation,TECHNICAL
skill_0778,Google Kubernetes Engine Configuration,TECHNICAL
skill_0779,Google Kubernetes Engine Development,TECHNICAL
skill_0780,Google Kubernetes Engine Integration,TECHNICAL
skill_0781,Google Kubernetes Engine Migration,TECHNICAL
skill_0782,Google Kubernetes Engine Monitoring,TECHNICAL
skill_0783,Google Kubernetes Engine Operations,TECHNICAL
skill_0784,Google Kubernetes Engine Optimization,TECHNICAL
skill_0785,Google Kubernetes Engine Security,TECHNICAL
skill_0786,Google Kubernetes Engine Testing,TECHNICAL
skill_0787,Google Kubernetes Engine Troubleshooting,TECHNICAL
skill_0788,Google Cloud Run Administration,TECHNICAL
skill_0789,Google Cloud Run Architecture,TECHNICAL
skill_0790,Google Cloud Run Automation,TECHNICAL
skill_0791,Google Cloud Run Configuration,TECHNICAL
skill_0792,Google Cloud Run Development,TECHNICAL
skill_0793,Google Cloud Run Integration,TECHNICAL
skill_0794,Google Cloud Run Migration,TECHNICAL
skill_0795,Google Cloud Run Monitoring,TECHNICAL
skill_0796,Google Cloud Run Operations,TECHNICAL
skill_0797,Google Cloud Run Optimization,TECHNICAL
skill_0798,Google Cloud Run Security,TECHNICAL
skill_0799,Google Cloud Run Testing,TECHNICAL
skill_0800,Google Cloud Run Troubleshooting,TECHNICAL
skill_0801,Google Cloud Functions Administration,TECHNICAL
skill_0802,Google Cloud Functions Architecture,TECHNICAL
skill_0803,Google Cloud Functions Automation,TECHNICAL
skill_0804,Google Cloud Functions Configuration,TECHNICAL
skill_0805,Google Cloud Functions Development,TECHNICAL
skill_0806,Google Cloud Functions Integration,TECHNICAL
skill_0807,Google Cloud Functions Migration,TECHNICAL
skill_0808,Google Cloud Functions Monitoring,TECHNICAL
skill_0809,Google Cloud Functions Operations,TECHNICAL
skill_0810,Google Cloud Functions Optimization,TECHNICAL
skill_0811,Google Cloud Functions Security,TECHNICAL
skill_0812,Google Cloud Functions Testing,TECHNICAL
skill_0813,Google Cloud Functions Troubleshooting,TECHNICAL
skill_0814,Google Cloud Storage Administration,TECHNICAL
skill_0815,Google Cloud Storage Architecture,TECHNICAL
skill_0816,Google Cloud Storage Automation,TECHNICAL
skill_0817,Google Cloud Storage Configuration,TECHNICAL
skill_0818,Google Cloud Storage Development,TECHNICAL
skill_0819,Google Cloud Storage Integration,TECHNICAL
skill_0820,Google Cloud Storage Migration,TECHNICAL
skill_0821,Google Cloud Storage Monitoring,TECHNICAL
skill_0822,Google Cloud Storage Operations,TECHNICAL
skill_0823,Google Cloud Storage Optimization,TECHNICAL
skill_0824,Google Cloud Storage Security,TECHNICAL
skill_0825,Google Cloud Storage Testing,TECHNICAL
skill_0826,Google Cloud Storage Troubleshooting,TECHNICAL
skill_0827,Git Administration,TECHNICAL
skill_0828,Git Architecture,TECHNICAL
skill_0829,Git Automation,TECHNICAL
skill_0830,Git Configuration,TECHNICAL
skill_0831,Git Development,TECHNICAL
skill_0832,Git Integration,TECHNICAL
skill_0833,Git Migration,TECHNICAL
skill_0834,Git Monitoring,TECHNICAL
skill_0835,Git Operations,TECHNICAL
skill_0836,Git Optimization,TECHNICAL
skill_0837,Git Security,TECHNICAL
skill_0838,Git Testing,TECHNICAL
skill_0839,Git Troubleshooting,TECHNICAL
skill_0840,GitHub Administration,TECHNICAL
skill_0841,GitHub Architecture,TECHNICAL
skill_0842,GitHub Automation,TECHNICAL
skill_0843,GitHub Configuration,TECHNICAL
skill_0844,GitHub Development,TECHNICAL
skill_0845,GitHub Integration,TECHNICAL
skill_0846,GitHub Migration,TECHNICAL
skill_0847,GitHub Monitoring,TECHNICAL
skill_0848,GitHub Operations,TECHNICAL
skill_0849,GitHub Optimization,TECHNICAL
skill_0850,GitHub Security,TECHNICAL
skill_0851,GitHub Testing,TECHNICAL
skill_0852,GitHub Troubleshooting,TECHNICAL
skill_0853,GitLab Administration,TECHNICAL
skill_0854,GitLab Architecture,TECHNICAL
skill_0855,GitLab Automation,TECHNICAL
skill_0856,GitLab Configuration,TECHNICAL
skill_0857,GitLab Development,TECHNICAL
skill_0858,GitLab Integration,TECHNICAL
skill_0859,GitLab Migration,TECHNICAL
skill_0860,GitLab Monitoring,TECHNICAL
skill_0861,GitLab Operations,TECHNICAL
skill_0862,GitLab Optimization,TECHNICAL
skill_0863,GitLab Security,TECHNICAL
skill_0864,GitLab Testing,TECHNICAL
skill_0865,GitLab Troubleshooting,TECHNICAL
skill_0866,Bitbucket Administration,TECHNICAL
skill_0867,Bitbucket Architecture,TECHNICAL
skill_0868,Bitbucket Automation,TECHNICAL
skill_0869,Bitbucket Configuration,TECHNICAL
skill_0870,Bitbucket Development,TECHNICAL
skill_0871,Bitbucket Integration,TECHNICAL
skill_0872,Bitbucket Migration,TECHNICAL
skill_0873,Bitbucket Monitoring,TECHNICAL
skill_0874,Bitbucket Operations,TECHNICAL
skill_0875,Bitbucket Optimization,TECHNICAL
skill_0876,Bitbucket Security,TECHNICAL
skill_0877,Bitbucket Testing,TECHNICAL
skill_0878,Bitbucket Troubleshooting,TECHNICAL
skill_0879,Linux Architecture,TECHNICAL
skill_0880,Linux Automation,TECHNICAL
skill_0881,Linux Configuration,TECHNICAL
skill_0882,Linux Development,TECHNICAL
skill_0883,Linux Integration,TECHNICAL
skill_0884,Linux Migration,TECHNICAL
skill_0885,Linux Monitoring,TECHNICAL
skill_0886,Linux Operations,TECHNICAL
skill_0887,Linux Optimization,TECHNICAL
skill_0888,Linux Security,TECHNICAL
skill_0889,Linux Testing,TECHNICAL
skill_0890,Linux Troubleshooting,TECHNICAL
skill_0891,Windows Server Administration,TECHNICAL
skill_0892,Windows Server Architecture,TECHNICAL
skill_0893,Windows Server Automation,TECHNICAL
skill_0894,Windows Server Configuration,TECHNICAL
skill_0895,Windows Server Development,TECHNICAL
skill_0896,Windows Server Integration,TECHNICAL
skill_0897,Windows Server Migration,TECHNICAL
skill_0898,Windows Server Monitoring,TECHNICAL
skill_0899,Windows Server Operations,TECHNICAL
skill_0900,Windows Server Optimization,TECHNICAL
skill_0901,Windows Server Security,TECHNICAL
skill_0902,Windows Server Testing,TECHNICAL
skill_0903,Windows Server Troubleshooting,TECHNICAL
skill_0904,macOS Administration,TECHNICAL
skill_0905,macOS Architecture,TECHNICAL
skill_0906,macOS Automation,TECHNICAL
skill_0907,macOS Configuration,TECHNICAL
skill_0908,macOS Development,TECHNICAL
skill_0909,macOS Integration,TECHNICAL
skill_0910,macOS Migration,TECHNICAL
skill_0911,macOS Monitoring,TECHNICAL
skill_0912,macOS Operations,TECHNICAL
skill_0913,macOS Optimization,TECHNICAL
skill_0914,macOS Security,TECHNICAL
skill_0915,macOS Testing,TECHNICAL
skill_0916,macOS Troubleshooting,TECHNICAL
skill_0917,Android Administration,TECHNICAL
skill_0918,Android Architecture,TECHNICAL
skill_0919,Android Automation,TECHNICAL
skill_0920,Android Configuration,TECHNICAL
skill_0921,Android Development,TECHNICAL
skill_0922,Android Integration,TECHNICAL
skill_0923,Android Migration,TECHNICAL
skill_0924,Android Monitoring,TECHNICAL
skill_0925,Android Operations,TECHNICAL
skill_0926,Android Optimization,TECHNICAL
skill_0927,Android Security,TECHNICAL
skill_0928,Android Testing,TECHNICAL
skill_0929,Android Troubleshooting,TECHNICAL
skill_0930,iOS Administration,TECHNICAL
skill_0931,iOS Architecture,TECHNICAL
skill_0932,iOS Automation,TECHNICAL
skill_0933,iOS Configuration,TECHNICAL
skill_0934,iOS Development,TECHNICAL
skill_0935,iOS Integration,TECHNICAL
skill_0936,iOS Migration,TECHNICAL
skill_0937,iOS Monitoring,TECHNICAL
skill_0938,iOS Operations,TECHNICAL
skill_0939,iOS Optimization,TECHNICAL
skill_0940,iOS Security,TECHNICAL
skill_0941,iOS Testing,TECHNICAL
skill_0942,iOS Troubleshooting,TECHNICAL
skill_0943,Kafka Administration,TECHNICAL
skill_0944,Kafka Architecture,TECHNICAL
skill_0945,Kafka Automation,TECHNICAL
skill_0946,Kafka Configuration,TECHNICAL
skill_0947,Kafka Development,TECHNICAL
skill_0948,Kafka Integration,TECHNICAL
skill_0949,Kafka Migration,TECHNICAL
skill_0950,Kafka Monitoring,TECHNICAL
skill_0951,Kafka Operations,TECHNICAL
skill_0952,Kafka Optimization,TECHNICAL
skill_0953,Kafka Security,TECHNICAL
skill_0954,Kafka Testing,TECHNICAL
skill_0955,Kafka Troubleshooting,TECHNICAL
skill_0956,Redis Administration,TECHNICAL
skill_0957,Redis Architecture,TECHNICAL
skill_0958,Redis Automation,TECHNICAL
skill_0959,Redis Configuration,TECHNICAL
skill_0960,Redis Development,TECHNICAL
skill_0961,Redis Integration,TECHNICAL
skill_0962,Redis Migration,TECHNICAL
skill_0963,Redis Monitoring,TECHNICAL
skill_0964,Redis Operations,TECHNICAL
skill_0965,Redis Optimization,TECHNICAL
skill_0966,Redis Security,TECHNICAL
skill_0967,Redis Testing,TECHNICAL
skill_0968,Redis Troubleshooting,TECHNICAL
skill_0969,PostgreSQL Administration,TECHNICAL
skill_0970,PostgreSQL Architecture,TECHNICAL
skill_0971,PostgreSQL Automation,TECHNICAL
skill_0972,PostgreSQL Configuration,TECHNICAL
skill_0973,PostgreSQL Development,TECHNICAL
skill_0974,PostgreSQL Integration,TECHNICAL
skill_0975,PostgreSQL Migration,TECHNICAL
skill_0976,PostgreSQL Monitoring,TECHNICAL
skill_0977,PostgreSQL Operations,TECHNICAL
skill_0978,PostgreSQL Optimization,TECHNICAL
skill_0979,PostgreSQL Security,TECHNICAL
skill_0980,PostgreSQL Testing,TECHNICAL
skill_0981,PostgreSQL Troubleshooting,TECHNICAL
skill_0982,MongoDB Administration,TECHNICAL
skill_0983,MongoDB Architecture,TECHNICAL
skill_0984,MongoDB Automation,TECHNICAL
skill_0985,MongoDB Configuration,TECHNICAL
skill_0986,MongoDB Development,TECHNICAL
skill_0987,MongoDB Integration,TECHNICAL
skill_0988,MongoDB Migration,TECHNICAL
skill_0989,MongoDB Monitoring,TECHNICAL
skill_0990,MongoDB Operations,TECHNICAL
skill_0991,MongoDB Optimization,TECHNICAL
skill_0992,MongoDB Security,TECHNICAL
skill_0993,MongoDB Testing,TECHNICAL
skill_0994,MongoDB Troubleshooting,TECHNICAL
skill_0995,Salesforce Administration,TECHNICAL
skill_0996,Salesforce Architecture,TECHNICAL
skill_0997,Salesforce Automation,TECHNICAL
skill_0998,Salesforce Configuration,TECHNICAL
skill_0999,Salesforce Development,TECHNICAL
skill_1000,Salesforce Integration,TECHNICAL
skill_1001,Salesforce Migration,TECHNICAL
skill_1002,Salesforce Monitoring,TECHNICAL
skill_1003,Salesforce Operations,TECHNICAL
skill_1004,Salesforce Optimization,TECHNICAL
skill_1005,Salesforce Security,TECHNICAL
skill_1006,Salesforce Testing,TECHNICAL
skill_1007,Salesforce Troubleshooting,TECHNICAL
skill_1008,SAP Administration,TECHNICAL
skill_1009,SAP Architecture,TECHNICAL
skill_1010,SAP Automation,TECHNICAL
skill_1011,SAP Configuration,TECHNICAL
skill_1012,SAP Development,TECHNICAL
skill_1013,SAP Integration,TECHNICAL
skill_1014,SAP Migration,TECHNICAL
skill_1015,SAP Monitoring,TECHNICAL
skill_1016,SAP Operations,TECHNICAL
skill_1017,SAP Optimization,TECHNICAL
skill_1018,SAP Security,TECHNICAL
skill_1019,SAP Testing,TECHNICAL
skill_1020,SAP Troubleshooting,TECHNICAL
skill_1021,ServiceNow Administration,TECHNICAL
skill_1022,ServiceNow Architecture,TECHNICAL
skill_1023,ServiceNow Automation,TECHNICAL
skill_1024,ServiceNow Configuration,TECHNICAL
skill_1025,ServiceNow Development,TECHNICAL
skill_1026,ServiceNow Integration,TECHNICAL
skill_1027,ServiceNow Migration,TECHNICAL
skill_1028,ServiceNow Monitoring,TECHNICAL
skill_1029,ServiceNow Operations,TECHNICAL
skill_1030,ServiceNow Optimization,TECHNICAL
skill_1031,ServiceNow Security,TECHNICAL
skill_1032,ServiceNow Testing,TECHNICAL
skill_1033,ServiceNow Troubleshooting,TECHNICAL
skill_1034,Jira Administration,TECHNICAL
skill_1035,Jira Architecture,TECHNICAL
skill_1036,Jira Automation,TECHNICAL
skill_1037,Jira Configuration,TECHNICAL
skill_1038,Jira Development,TECHNICAL
skill_1039,Jira Integration,TECHNICAL
skill_1040,Jira Migration,TECHNICAL
skill_1041,Jira Monitoring,TECHNICAL
skill_1042,Jira Operations,TECHNICAL
skill_1043,Jira Optimization,TECHNICAL
skill_1044,Jira Security,TECHNICAL
skill_1045,Jira Testing,TECHNICAL
skill_1046,Jira Troubleshooting,TECHNICAL
skill_1047,Kubernetes Administration,TECHNICAL
skill_1048,Kubernetes Architecture,TECHNICAL
skill_1049,Kubernetes Automation,TECHNICAL
skill_1050,Kubernetes Configuration,TECHNICAL
skill_1051,Kubernetes Development,TECHNICAL
skill_1052,Kubernetes Integration,TECHNICAL
skill_1053,Kubernetes Migration,TECHNICAL
skill_1054,Kubernetes Monitoring,TECHNICAL
skill_1055,Kubernetes Operations,TECHNICAL
skill_1056,Kubernetes Optimization,TECHNICAL
skill_1057,Kubernetes Security,TECHNICAL
skill_1058,Kubernetes Testing,TECHNICAL
skill_1059,Kubernetes Troubleshooting,TECHNICAL
skill_1060,Docker Administration,TECHNICAL
skill_1061,Docker Architecture,TECHNICAL
skill_1062,Docker Automation,TECHNICAL
skill_1063,Docker Configuration,TECHNICAL
skill_1064,Docker Development,TECHNICAL
skill_1065,Docker Integration,TECHNICAL
skill_1066,Docker Migration,TECHNICAL
skill_1067,Docker Monitoring,TECHNICAL
skill_1068,Docker Operations,TECHNICAL
skill_1069,Docker Optimization,TECHNICAL
skill_1070,Docker Security,TECHNICAL
skill_1071,Docker Testing,TECHNICAL
skill_1072,Docker Troubleshooting,TECHNICAL
skill_1073,Terraform Administration,TECHNICAL
skill_1074,Terraform Architecture,TECHNICAL
skill_1075,Terraform Automation,TECHNICAL
skill_1076,Terraform Configuration,TECHNICAL
skill_1077,Terraform Development,TECHNICAL
skill_1078,Terraform Integration,TECHNICAL
skill_1079,Terraform Migration,TECHNICAL
skill_1080,Terraform Monitoring,TECHNICAL
skill_1081,Terraform Operations,TECHNICAL
skill_1082,Terraform Optimization,TECHNICAL
skill_1083,Terraform Security,TECHNICAL
skill_1084,Terraform Testing,TECHNICAL
skill_1085,Terraform Troubleshooting,TECHNICAL
skill_1086,React Administration,TECHNICAL
skill_1087,React Architecture,TECHNICAL
skill_1088,React Automation,TECHNICAL
skill_1089,React Configuration,TECHNICAL
skill_1090,React Development,TECHNICAL
skill_1091,React Integration,TECHNICAL
skill_1092,React Migration,TECHNICAL
skill_1093,React Monitoring,TECHNICAL
skill_1094,React Operations,TECHNICAL
skill_1095,React Optimization,TECHNICAL
skill_1096,React Security,TECHNICAL
skill_1097,React Testing,TECHNICAL
skill_1098,React Troubleshooting,TECHNICAL
skill_1099,Node.js Administration,TECHNICAL
skill_1100,Node.js Architecture,TECHNICAL
skill_1101,Node.js Automation,TECHNICAL
skill_1102,Node.js Configuration,TECHNICAL
skill_1103,Node.js Development,TECHNICAL
skill_1104,Node.js Integration,TECHNICAL
skill_1105,Node.js Migration,TECHNICAL
skill_1106,Node.js Monitoring,TECHNICAL
skill_1107,Node.js Operations,TECHNICAL
skill_1108,Node.js Optimization,TECHNICAL
skill_1109,Node.js Security,TECHNICAL
skill_1110,Node.js Testing,TECHNICAL
skill_1111,Node.js Troubleshooting,TECHNICAL
skill_1112,Python Administration,TECHNICAL
skill_1113,Python Architecture,TECHNICAL
skill_1114,Python Automation,TECHNICAL
skill_1115,Python Configuration,TECHNICAL
skill_1116,Python Development,TECHNICAL
skill_1117,Python Integration,TECHNICAL
skill_1118,Python Migration,TECHNICAL
skill_1119,Python Monitoring,TECHNICAL
skill_1120,Python Operations,TECHNICAL
skill_1121,Python Optimization,TECHNICAL
skill_1122,Python Security,TECHNICAL
skill_1123,Python Testing,TECHNICAL
skill_1124,Python Troubleshooting,TECHNICAL
skill_1125,Java Administration,TECHNICAL
skill_1126,Java Architecture,TECHNICAL
skill_1127,Java Automation,TECHNICAL
skill_1128,Java Configuration,TECHNICAL
skill_1129,Java Development,TECHNICAL
skill_1130,Java Integration,TECHNICAL
skill_1131,Java Migration,TECHNICAL
skill_1132,Java Monitoring,TECHNICAL
skill_1133,Java Operations,TECHNICAL
skill_1134,Java Optimization,TECHNICAL
skill_1135,Java Security,TECHNICAL
skill_1136,Java Testing,TECHNICAL
skill_1137,Java Troubleshooting,TECHNICAL
skill_1138,TypeScript Administration,TECHNICAL
skill_1139,TypeScript Architecture,TECHNICAL
skill_1140,TypeScript Automation,TECHNICAL
skill_1141,TypeScript Configuration,TECHNICAL
skill_1142,TypeScript Development,TECHNICAL
skill_1143,TypeScript Integration,TECHNICAL
skill_1144,TypeScript Migration,TECHNICAL
skill_1145,TypeScript Monitoring,TECHNICAL
skill_1146,TypeScript Operations,TECHNICAL
skill_1147,TypeScript Optimization,TECHNICAL
skill_1148,TypeScript Security,TECHNICAL
skill_1149,TypeScript Testing,TECHNICAL
skill_1150,TypeScript Troubleshooting,TECHNICAL
skill_1151,Snowflake Administration,TECHNICAL
skill_1152,Snowflake Architecture,TECHNICAL
skill_1153,Snowflake Automation,TECHNICAL
skill_1154,Snowflake Configuration,TECHNICAL
skill_1155,Snowflake Development,TECHNICAL
skill_1156,Snowflake Integration,TECHNICAL
skill_1157,Snowflake Migration,TECHNICAL
skill_1158,Snowflake Monitoring,TECHNICAL
skill_1159,Snowflake Operations,TECHNICAL
skill_1160,Snowflake Optimization,TECHNICAL
skill_1161,Snowflake Security,TECHNICAL
skill_1162,Snowflake Testing,TECHNICAL
skill_1163,Snowflake Troubleshooting,TECHNICAL
skill_1164,Databricks Administration,TECHNICAL
skill_1165,Databricks Architecture,TECHNICAL
skill_1166,Databricks Automation,TECHNICAL
skill_1167,Databricks Configuration,TECHNICAL
skill_1168,Databricks Development,TECHNICAL
skill_1169,Databricks Integration,TECHNICAL
skill_1170,Databricks Migration,TECHNICAL
skill_1171,Databricks Monitoring,TECHNICAL
skill_1172,Databricks Operations,TECHNICAL
skill_1173,Databricks Optimization,TECHNICAL
skill_1174,Databricks Security,TECHNICAL
skill_1175,Databricks Testing,TECHNICAL
skill_1176,Databricks Troubleshooting,TECHNICAL
skill_1177,Spark Administration,TECHNICAL
skill_1178,Spark Architecture,TECHNICAL
skill_1179,Spark Automation,TECHNICAL
skill_1180,Spark Configuration,TECHNICAL
skill_1181,Spark Development,TECHNICAL
skill_1182,Spark Integration,TECHNICAL
skill_1183,Spark Migration,TECHNICAL
skill_1184,Spark Monitoring,TECHNICAL
skill_1185,Spark Operations,TECHNICAL
skill_1186,Spark Optimization,TECHNICAL
skill_1187,Spark Security,TECHNICAL
skill_1188,Spark Testing,TECHNICAL
skill_1189,Spark Troubleshooting,TECHNICAL
skill_1190,Power BI Administration,TECHNICAL
skill_1191,Power BI Architecture,TECHNICAL
skill_1192,Power BI Automation,TECHNICAL
skill_1193,Power BI Configuration,TECHNICAL
skill_1194,Power BI Development,TECHNICAL
skill_1195,Power BI Integration,TECHNICAL
skill_1196,Power BI Migration,TECHNICAL
skill_1197,Power BI Monitoring,TECHNICAL
skill_1198,Power BI Operations,TECHNICAL
skill_1199,Power BI Optimization,TECHNICAL
skill_1200,Power BI Security,TECHNICAL
skill_1201,Power BI Testing,TECHNICAL
skill_1202,Power BI Troubleshooting,TECHNICAL
skill_1203,Tableau Administration,TECHNICAL
skill_1204,Tableau Architecture,TECHNICAL
skill_1205,Tableau Automation,TECHNICAL
skill_1206,Tableau Configuration,TECHNICAL
skill_1207,Tableau Development,TECHNICAL
skill_1208,Tableau Integration,TECHNICAL
skill_1209,Tableau Migration,TECHNICAL
skill_1210,Tableau Monitoring,TECHNICAL
skill_1211,Tableau Operations,TECHNICAL
skill_1212,Tableau Optimization,TECHNICAL
skill_1213,Tableau Security,TECHNICAL
skill_1214,Tableau Testing,TECHNICAL
skill_1215,Tableau Troubleshooting,TECHNICAL
skill_1216,Figma Administration,TECHNICAL
skill_1217,Figma Architecture,TECHNICAL
skill_1218,Figma Automation,TECHNICAL
skill_1219,Figma Configuration,TECHNICAL
skill_1220,Figma Development,TECHNICAL
skill_1221,Figma Integration,TECHNICAL
skill_1222,Figma Migration,TECHNICAL
skill_1223,Figma Monitoring,TECHNICAL
skill_1224,Figma Operations,TECHNICAL
skill_1225,Figma Optimization,TECHNICAL
skill_1226,Figma Security,TECHNICAL
skill_1227,Figma Testing,TECHNICAL
skill_1228,Figma Troubleshooting,TECHNICAL
skill_1229,AutoCAD Administration,TECHNICAL
skill_1230,AutoCAD Architecture,TECHNICAL
skill_1231,AutoCAD Automation,TECHNICAL
